"","EntrezID","ReactomeID","Species"
"391","100138313","R-BTA-6787533","Bos taurus"
"392","100138350","R-BTA-3364014","Bos taurus"
"393","100138350","R-BTA-3364026","Bos taurus"
"394","100138350","R-BTA-5159245","Bos taurus"
"395","100138350","R-BTA-5244692","Bos taurus"
"396","100138350","R-BTA-5637686","Bos taurus"
"397","100138350","R-BTA-8936481","Bos taurus"
"398","100138350","R-BTA-8936621","Bos taurus"
"399","100138350","R-BTA-8937016","Bos taurus"
"400","100138350","R-BTA-8937050","Bos taurus"
"401","100138545","R-BTA-3000383","Bos taurus"
"402","100138545","R-BTA-3000383","Bos taurus"
"403","100138545","R-BTA-3000433","Bos taurus"
"404","100138545","R-BTA-3000433","Bos taurus"
"405","100138545","R-BTA-3000434","Bos taurus"
"406","100138545","R-BTA-5228508","Bos taurus"
"407","100138545","R-BTA-5228508","Bos taurus"
"408","100138545","R-BTA-6805620","Bos taurus"
"409","100138545","R-BTA-6805638","Bos taurus"
"410","100138545","R-BTA-6805650","Bos taurus"
"411","100138545","R-BTA-6807118","Bos taurus"
"412","100138545","R-BTA-8938887","Bos taurus"
"413","100138748","R-BTA-72180","Bos taurus"
"414","100138748","R-BTA-72185","Bos taurus"
"415","100138748","R-BTA-8849157","Bos taurus"
"416","100138951","R-BTA-5685607","Bos taurus"
"417","100138951","R-BTA-5685607","Bos taurus"
"418","100138951","R-BTA-5685607","Bos taurus"
"419","100138951","R-BTA-5685607","Bos taurus"
"420","100138951","R-BTA-5685607","Bos taurus"
"421","100138951","R-BTA-5685607","Bos taurus"
"422","100138951","R-BTA-6798743","Bos taurus"
"423","100138951","R-BTA-6798743","Bos taurus"
"424","100138951","R-BTA-6798747","Bos taurus"
"425","100138951","R-BTA-6798747","Bos taurus"
"426","100138951","R-BTA-6799350","Bos taurus"
"427","100138951","R-BTA-6799350","Bos taurus"
"428","100138953","R-BTA-5617815","Bos taurus"
"429","100138953","R-BTA-5624125","Bos taurus"
"430","100138953","R-BTA-5624126","Bos taurus"
"431","100138953","R-BTA-5624127","Bos taurus"
"432","100138953","R-BTA-5624129","Bos taurus"
"433","100138962","R-BTA-430028","Bos taurus"
"434","100138962","R-BTA-450422","Bos taurus"
"435","100138962","R-BTA-450488","Bos taurus"
"436","100138962","R-BTA-6791218","Bos taurus"
"437","100138962","R-BTA-6791222","Bos taurus"
"438","100138971","R-BTA-975040","Bos taurus"
"439","100139208","R-BTA-3000399","Bos taurus"
"440","100139208","R-BTA-3000399","Bos taurus"
"441","100139219","R-BTA-165692","Bos taurus"
"442","100139219","R-BTA-165718","Bos taurus"
"443","100139219","R-BTA-380979","Bos taurus"
"444","100139219","R-BTA-447074","Bos taurus"
"445","100139219","R-BTA-5082405","Bos taurus"
"446","100139219","R-BTA-5653968","Bos taurus"
"447","100139219","R-BTA-5672010","Bos taurus"
"448","100139219","R-BTA-5672017","Bos taurus"
"449","100139219","R-BTA-5672817","Bos taurus"
"450","100139219","R-BTA-5672824","Bos taurus"
"451","100139219","R-BTA-5672828","Bos taurus"
"452","100139219","R-BTA-5672843","Bos taurus"
"453","100139219","R-BTA-5673768","Bos taurus"
"454","100139219","R-BTA-5675790","Bos taurus"
"455","100139219","R-BTA-6795290","Bos taurus"
"456","100139219","R-BTA-8944454","Bos taurus"
"457","100139219","R-BTA-8944457","Bos taurus"
"458","100139219","R-BTA-9640195","Bos taurus"
"459","100139219","R-BTA-9645608","Bos taurus"
"460","100139352","R-BTA-8876616","Bos taurus"
"461","100139408","R-BTA-381750","Bos taurus"
"462","100139408","R-BTA-381750","Bos taurus"
"463","100139484","R-BTA-5672965","Bos taurus"
"464","100139547","R-BTA-112379","Bos taurus"
"465","100139547","R-BTA-112385","Bos taurus"
"466","100139547","R-BTA-112392","Bos taurus"
"467","100139547","R-BTA-112395","Bos taurus"
"468","100139547","R-BTA-112396","Bos taurus"
"469","100139547","R-BTA-113411","Bos taurus"
"470","100139547","R-BTA-113412","Bos taurus"
"471","100139547","R-BTA-113413","Bos taurus"
"472","100139547","R-BTA-113414","Bos taurus"
"473","100139547","R-BTA-3322424","Bos taurus"
"474","100139547","R-BTA-5635845","Bos taurus"
"475","100139547","R-BTA-8942099","Bos taurus"
"476","100139547","R-BTA-8942101","Bos taurus"
"477","100139548","R-BTA-430028","Bos taurus"
"478","100139670","R-BTA-1169406","Bos taurus"
"479","100139670","R-BTA-1678841","Bos taurus"
"480","100139697","R-BTA-5610726","Bos taurus"
"481","100139697","R-BTA-5625416","Bos taurus"
"482","100139697","R-BTA-5625416","Bos taurus"
"483","100139697","R-BTA-5625426","Bos taurus"
"484","100139697","R-BTA-5625426","Bos taurus"
"485","100139730","R-BTA-1650808","Bos taurus"
"486","100139730","R-BTA-1650808","Bos taurus"
"487","100139730","R-BTA-1980233","Bos taurus"
"488","100139730","R-BTA-1980233","Bos taurus"
"489","100139730","R-BTA-1981104","Bos taurus"
"490","100139730","R-BTA-1981104","Bos taurus"
"491","100139730","R-BTA-1981104","Bos taurus"
"492","100139730","R-BTA-1981104","Bos taurus"
"493","100139730","R-BTA-1981104","Bos taurus"
"494","100139730","R-BTA-1981104","Bos taurus"
"495","100139730","R-BTA-1981120","Bos taurus"
"496","100139730","R-BTA-1981120","Bos taurus"
"497","100139730","R-BTA-1981120","Bos taurus"
"498","100139730","R-BTA-1981120","Bos taurus"
"499","100139730","R-BTA-1981120","Bos taurus"
"500","100139730","R-BTA-1981120","Bos taurus"
"501","100139730","R-BTA-1981128","Bos taurus"
"502","100139730","R-BTA-1981128","Bos taurus"
"503","100139730","R-BTA-1981128","Bos taurus"
"504","100139730","R-BTA-1981128","Bos taurus"
"505","100139730","R-BTA-1981128","Bos taurus"
"506","100139730","R-BTA-1981128","Bos taurus"
"507","100139730","R-BTA-1981157","Bos taurus"
"508","100139730","R-BTA-1981157","Bos taurus"
"509","100139730","R-BTA-1981157","Bos taurus"
"510","100139730","R-BTA-1981157","Bos taurus"
"511","100139730","R-BTA-1981157","Bos taurus"
"512","100139730","R-BTA-1981157","Bos taurus"
"513","100139730","R-BTA-2002460","Bos taurus"
"514","100139730","R-BTA-2022073","Bos taurus"
"515","100139730","R-BTA-2022073","Bos taurus"
"516","100139730","R-BTA-2022073","Bos taurus"
"517","100139730","R-BTA-2022073","Bos taurus"
"518","100139730","R-BTA-2022073","Bos taurus"
"519","100139730","R-BTA-2022073","Bos taurus"
"520","100139730","R-BTA-2022073","Bos taurus"
"521","100139730","R-BTA-2022073","Bos taurus"
"522","100139730","R-BTA-2022073","Bos taurus"
"523","100139730","R-BTA-2022073","Bos taurus"
"524","100139730","R-BTA-2022073","Bos taurus"
"525","100139730","R-BTA-2022073","Bos taurus"
"526","100139730","R-BTA-2089971","Bos taurus"
"527","100139730","R-BTA-2089971","Bos taurus"
"528","100139730","R-BTA-2089971","Bos taurus"
"529","100139730","R-BTA-2089971","Bos taurus"
"530","100139730","R-BTA-2089971","Bos taurus"
"531","100139730","R-BTA-2089971","Bos taurus"
"532","100139730","R-BTA-2089971","Bos taurus"
"533","100139730","R-BTA-2089971","Bos taurus"
"534","100139730","R-BTA-2089971","Bos taurus"
"535","100139730","R-BTA-2089971","Bos taurus"
"536","100139730","R-BTA-2089971","Bos taurus"
"537","100139730","R-BTA-2089971","Bos taurus"
"538","100139730","R-BTA-2089971","Bos taurus"
"539","100139730","R-BTA-2089971","Bos taurus"
"540","100139730","R-BTA-2089971","Bos taurus"
"541","100139730","R-BTA-2089971","Bos taurus"
"542","100139730","R-BTA-2089971","Bos taurus"
"543","100139730","R-BTA-2089971","Bos taurus"
"544","100139730","R-BTA-2089971","Bos taurus"
"545","100139730","R-BTA-2089971","Bos taurus"
"546","100139730","R-BTA-2089971","Bos taurus"
"547","100139730","R-BTA-2089971","Bos taurus"
"548","100139730","R-BTA-2089971","Bos taurus"
"549","100139730","R-BTA-2089971","Bos taurus"
"550","100139730","R-BTA-2168038","Bos taurus"
"551","100139730","R-BTA-2168038","Bos taurus"
"552","100139730","R-BTA-2168038","Bos taurus"
"553","100139730","R-BTA-2168038","Bos taurus"
"554","100139730","R-BTA-2168038","Bos taurus"
"555","100139730","R-BTA-2168038","Bos taurus"
"556","100139730","R-BTA-2168038","Bos taurus"
"557","100139730","R-BTA-2168038","Bos taurus"
"558","100139730","R-BTA-2168038","Bos taurus"
"559","100139730","R-BTA-2168038","Bos taurus"
"560","100139730","R-BTA-2168038","Bos taurus"
"561","100139730","R-BTA-2168038","Bos taurus"
"562","100139730","R-BTA-2168038","Bos taurus"
"563","100139730","R-BTA-2168038","Bos taurus"
"564","100139730","R-BTA-2168038","Bos taurus"
"565","100139730","R-BTA-2168038","Bos taurus"
"566","100139730","R-BTA-2168038","Bos taurus"
"567","100139730","R-BTA-2168038","Bos taurus"
